Dossier,Numéro - Type de dossier,Code insee de la commune principale,Année de dépôt,Date de dépôt,Dossier issu de la SVE ?
PC 99999 23 00002,PC,99999,2023,09/01/2023,1
DP 93010 22 B0168,DP,93010,2022,14/11/2022,0
DP 93010 22 B0169,DP,93010,2022,16/11/2022,0
PD 93010 22 B0001,PD,93010,2022,09/02/2022,0
PC 93010 22 B0056,PC,93010,2022,23/09/2022,0
PC 93010 21 B0105,PC,93010,2021,28/12/2021,0
DP 93010 23 B0006,DP,93010,2023,17/01/2023,1
PC 93010 22 B0005,PC,93010,2022,09/02/2022,0
DP 93010 22 B0131,DP,93010,2022,31/08/2022,0
PC 93010 14 B0057,PC,93010,2014,14/08/2014,0
DP 93010 22 B0143,DP,93010,2022,28/09/2022,1
DP 93010 22 B0155,DP,93010,2022,19/10/2022,0
DP 93010 22 B0175,DP,93010,2022,23/11/2022,0
PC 99999 23 B0001,PC,99999,2023,23/01/2023,1
PC 99999 23 00004,PC,99999,2023,09/01/2023,1
DP 99999 23 B0001,DP,99999,2023,10/01/2023,1
DP 93010 23 B0010,DP,93010,2023,19/01/2023,0
DP 93010 22 B0164,DP,93010,2022,03/11/2022,0
DP 93010 23 B0001,DP,93010,2023,04/01/2023,0
DP 93010 22 B0165,DP,93010,2022,08/11/2022,0
DP 93010 22 B0166,DP,93010,2022,07/11/2022,0
PC 93010 22 B0046,PC,93010,2022,21/07/2022,0
DP 93010 22 B0174,DP,93010,2022,24/11/2022,0
DP 93010 23 B0004,DP,93010,2023,10/01/2023,0
DP 93010 23 B0007,DP,93010,2023,17/01/2023,0
PC 93010 23 B0017,PC,93010,2023,17/04/2023,0
PC 93010 22 B0008,PC,93010,2022,24/02/2022,0
DP 93010 22 B0137,DP,93010,2022,21/09/2022,0
DP 93010 23 B0027,DP,93010,2023,20/02/2023,0
DP 93010 23 B0019,DP,93010,2023,07/02/2023,0
PC 93010 22 B0070,PC,93010,2022,30/12/2022,0
PC 93010 20 B0070,PC,93010,2020,09/01/2020,0
DP 93010 23 B0046,DP,93010,2023,16/03/2023,0
PC 93010 23 B0009,PC,93010,2023,18/02/2023,1
PC 93010 23 B0005,PC,93010,2023,25/01/2023,0
DP 93010 22 00188,DP,93010,2022,23/12/2022,0
PC 93010 23 B0008,PC,93010,2023,14/02/2023,0
DP 93010 23 B0023,DP,93010,2023,03/02/2023,0
DP 93010 23 B0034,DP,93010,2023,04/03/2023,1
PC 93010 23 B0018,PC,93010,2023,17/04/2023,1
PC 93010 22 B0069,PC,93010,2022,29/12/2022,0
DP 93010 23 B0036,DP,93010,2023,06/03/2023,1
DP 93010 23 B0042,DP,93010,2023,10/03/2023,0
PC 93010 22 B0062,PC,93010,2022,15/11/2022,0
DP 93010 21 B0180,DP,93010,2021,29/09/2021,0
PC 93010 23 B0003,PC,93010,2023,23/01/2023,0
PC 93010 23 B0006,PC,93010,2023,31/01/2023,0
PC 93010 20 B0012 M02,PC,93010,2023,25/01/2023,0
DP 93010 23 B0015,DP,93010,2023,31/01/2023,1
DP 93010 23 B0009,DP,93010,2023,23/01/2023,1
DP 93010 22 00087,DP,93010,2022,03/06/2022,0
PC 93010 21 B0082 M01,PC,93010,2023,10/02/2023,0
DP 93010 23 B0031,DP,93010,2023,02/03/2023,0
DP 93010 23 B0022,DP,93010,2023,13/02/2023,0
DP 93010 23 B0039,DP,93010,2023,09/03/2023,1
DP 93010 23 B0026,DP,93010,2023,13/02/2023,0
PC 93010 23 B0011,PC,93010,2023,28/02/2023,1
PC 93010 23 B0013,PC,93010,2023,27/03/2023,0
DP 93010 23 B0021,DP,93010,2023,03/02/2023,0
PC 93010 21 B0073 M01,PC,93010,2023,31/01/2023,0
DP 93010 23 B0025,DP,93010,2023,14/02/2023,0
PC 93010 18 B0069,PC,93010,2018,14/06/2018,0
DP 93010 23 B0002,DP,93010,2023,06/01/2023,1
DP 93010 22 B0144,DP,93010,2022,30/09/2022,0
PC 93010 20 B0059 M02,PC,93010,2023,01/02/2023,0
DP 93010 23 B0040,DP,93010,2023,10/03/2023,0
PC 93010 20 B0049,PC,93010,2020,05/08/2020,0
DP 93010 23 B0044,DP,93010,2023,15/03/2023,1
PC 93010 20 B0059 M01,PC,93010,2021,03/06/2021,0
DP 93010 23 B0033,DP,93010,2023,04/03/2023,1
PC 93010 22 B0042 M01,PC,93010,2023,20/02/2023,0
DP 93010 23 B0045,DP,93010,2023,16/03/2023,1
PC 93010 19 B0018,PC,93010,2019,06/06/2019,0
DP 93010 23 B0048,DP,93010,2023,20/03/2023,0
PC 93010 22 B0072,PC,93010,2022,30/12/2022,1
DP 93010 23 B0003,DP,93010,2023,06/01/2023,1
PC 93010 21 B0065,PC,93010,2021,08/09/2021,0
PC 93010 22 B0071,PC,93010,2022,26/12/2022,1
PC 93010 17 B0063,PC,93010,2017,13/10/2017,0
PC 93010 23 B0007,PC,93010,2023,01/02/2023,0
DP 93010 23 B0012,DP,93010,2023,30/01/2023,1
DP 93010 23 B0037,DP,93010,2023,07/03/2023,0
DP 93010 23 B0043,DP,93010,2023,14/03/2023,0
DP 93010 23 B0030,DP,93010,2023,28/02/2023,1
PC 93010 23 B0002,PC,93010,2023,16/01/2023,1
DP 93010 23 B0008,DP,93010,2023,20/01/2023,0
PC 93010 23 B0012,PC,93010,2023,23/03/2023,1
DP 93010 23 B0047,DP,93010,2023,22/03/2023,1
PC 93010 19 B0040,PC,93010,2019,05/07/2019,0
DP 93010 21 B0100,DP,93010,2021,25/05/2021,0
DP 93010 23 B0059,DP,93010,2023,07/04/2023,1
PC 93010 22 B0004 M01,PC,93010,2023,24/04/2023,0
DP 93010 23 B0068,DP,93010,2023,20/04/2023,0
DP 93010 23 B0066,DP,93010,2023,14/04/2023,0
DP 93010 22 B0163,DP,93010,2022,04/11/2022,1
DP 93010 22 00151,DP,93010,2022,13/10/2022,0
DP 93010 21 B0093,DP,93010,2022,17/05/2021,0
DP 93010 23 B0053,DP,93010,2023,28/03/2023,0
DP 93010 22 B0160,DP,93010,2022,28/10/2022,0
DP 93010 23 B0062,DP,93010,2023,12/04/2023,0
DP 93010 23 B0024,DP,93010,2023,14/02/2023,0
DP 93010 23 B0132,DP,93010,2023,09/08/2023,1
DP 93010 23 B0069,DP,93010,2023,25/04/2023,0
DP 93010 23 B0049,DP,93010,2023,23/03/2023,0
DP 93010 23 B0057,DP,93010,2023,04/04/2023,1
DP 93010 23 B0056,DP,93010,2023,01/04/2023,1
DP 93010 23 B0055,DP,93010,2023,27/03/2023,0
DP 93010 23 B0071,DP,93010,2023,25/04/2023,1
DP 93010 23 B0028,DP,93010,2023,23/02/2023,0
DP 93010 23 B0050,DP,93010,2023,24/03/2023,1
DP 93010 23 B0017,DP,93010,2023,03/02/2023,0
DP 93010 23 B0063,DP,93010,2023,11/04/2023,1
PC 93010 23 B0001,PC,93010,2023,05/01/2023,0
PC 93010 22 B0068,PC,93010,2022,23/12/2022,0
DP 93010 23 B0075,DP,93010,2023,28/04/2023,0
DP 93010 23 B0064,DP,93010,2023,13/04/2023,0
DP 93010 23 B0072,DP,93010,2023,26/04/2023,1
DP 93010 22 B0185,DP,93010,2022,20/12/2022,0
PC 93010 23 B0020,PC,93010,2023,27/04/2023,1
PC 93010 23 B0021,PC,93010,2023,27/04/2023,1
DP 93010 23 B0074,DP,93010,2023,28/04/2023,0
DP 93010 23 B0058,DP,93010,2023,07/04/2023,1
DP 93010 23 B0051,DP,93010,2023,24/03/2023,1
DP 93010 23 B0061,DP,93010,2023,11/04/2023,1
PC 93010 22 B0023,PC,93010,2022,27/04/2022,0
DP 93010 23 B0076,DP,93010,2023,03/05/2023,1
PC 93010 22 B0067,PC,93010,2022,22/12/2022,0
DP 93010 23 B0093,DP,93010,2023,01/06/2023,1
PC 93010 23 B0024,PC,93010,2023,04/05/2023,0
DP 93010 23 B0096,DP,93010,2023,08/06/2023,1
DP 93010 23 B0095,DP,93010,2023,05/06/2023,0
DP 93010 23 B0097,DP,93010,2023,09/06/2023,0
DP 93010 23 B0109,DP,93010,2023,20/06/2023,0
PC 93010 23 B0035,PC,93010,2023,30/06/2023,0
PC 93010 23 B0004,PC,93010,2023,27/01/2023,0
PC 93010 23 B0026,PC,93010,2023,15/05/2023,1
DP 93010 23 B0085,DP,93010,2023,23/05/2023,1
DP 93010 23 B0089,DP,93010,2023,29/05/2023,1
PD 93010 23 B0001,PD,93010,2023,06/06/2023,0
DP 93010 23 B0082,DP,93010,2023,16/05/2023,1
DP 93010 23 B0091,DP,93010,2023,31/05/2023,0
DP 93010 23 B0052,DP,93010,2023,28/03/2023,1
DP 93010 23 B0081,DP,93010,2023,09/05/2023,0
PC 93010 21 B0102 M01,PC,93010,2023,07/04/2023,0
DP 93010 23 B0094,DP,93010,2023,01/06/2023,1
DP 93010 23 B0070,DP,93010,2023,25/04/2023,1
DP 93010 23 B0086,DP,93010,2023,23/05/2023,1
PC 93010 23 B0015,PC,93010,2023,31/03/2023,1
DP 93010 23 B0104,DP,93010,2023,15/06/2023,1
PC 93010 23 B0010,PC,93010,2023,28/02/2023,1
DP 93010 22 B0050,DP,93010,2022,05/04/2022,0
PC 93010 23 B0048,PC,93010,2023,11/09/2023,1
DP 93010 23 B0084,DP,93010,2023,22/05/2023,1
PD 93010 23 B0002,PD,93010,2023,15/06/2023,0
DP 93010 23 B0099,DP,93010,2023,12/06/2023,0
DP 93010 23 B0107,DP,93010,2023,20/06/2023,1
PC 93010 20 B0058,PC,93010,2020,14/09/2020,0
DP 93010 23 B0106,DP,93010,2023,15/06/2023,0
PC 93010 20 B0044,PC,93010,2020,31/07/2020,0
PC 93010 15 B0025 M01,PC,93010,2023,25/10/2016,0
PC 93010 15 B0069 M04,PC,93010,2023,20/11/2023,0
DP 93010 23 B0105,DP,93010,2023,15/06/2023,1
PC 93010 23 B0023,PC,93010,2023,02/05/2023,0
PC 93010 22 B0001,PC,93010,2022,11/01/2022,0
PC 93010 20 B0049 M01,PC,93010,2023,28/02/2023,0
DP 93010 21 B0211,DP,93010,2021,21/12/2021,0
DP 93010 23 B0090,DP,93010,2023,30/05/2023,1
DP 93010 23 B0092,DP,93010,2023,30/05/2023,0
DP 93010 23 B0079,DP,93010,2023,05/05/2023,1
DP 93010 23 B0110,DP,93010,2023,23/06/2023,0
DP 93010 23 B0077,DP,93010,2023,04/05/2023,1
DP 93010 23 B0117,DP,93010,2023,04/07/2023,1
DP 93010 23 B0111,DP,93010,2023,23/06/2023,0
DP 93010 23 B0078,DP,93010,2023,04/05/2023,1
PC 93010 23 B0034,PC,93010,2023,28/06/2023,1
DP 93010 23 B0100,DP,93010,2023,13/06/2023,1
DP 93010 23 B0073,DP,93010,2023,27/04/2023,1
DP 93010 23 B0102,DP,93010,2023,14/06/2023,0
DP 93010 23 B0032,DP,93010,2023,06/03/2023,0
PC 93010 23 B0022,PC,93010,2023,28/04/2023,1
DP 93010 23 B0101,DP,93010,2023,13/06/2023,1
DP 93010 23 B0103,DP,93010,2023,14/06/2023,1
DP 93010 23 B0080,DP,93010,2023,05/05/2023,0
PC 93010 20 B0031,PC,93010,2020,11/06/2020,0
DP 93010 24 B0029,DP,93010,2024,11/03/2024,1
PD 93010 23 B0003,PD,93010,2023,15/06/2023,1
DP 93010 23 B0018,DP,93010,2023,07/02/2023,0
DP 93010 23 B0054,DP,93010,2023,28/03/2023,1
PC 93010 23 B0027,PC,93010,2023,26/05/2023,1
DP 93010 23 B0192,DP,93010,2023,08/12/2023,1
DP 93010 23 B0161,DP,93010,2023,16/10/2023,0
DP 93010 23 B0114,DP,93010,2023,20/06/2023,0
PC 93010 23 B0037,PC,93010,2023,10/07/2023,1
PC 93010 15 B0069 M01,PC,93010,2017,20/02/2017,0
DP 93010 23 B0131,DP,93010,2023,08/08/2023,1
PC 93010 14 B0057 M02,PC,93010,2024,19/02/2024,0
PC 93010 23 B0028,PC,93010,2023,31/05/2023,0
PC 93010 23 B0033,PC,93010,2023,28/06/2023,1
DP 93010 23 B0126,DP,93010,2023,02/08/2023,0
DP 93010 23 B0141,DP,93010,2023,30/08/2023,0
PC 93010 23 B0046,PC,93010,2023,24/08/2023,1
DP 93010 23 B0123,DP,93010,2023,01/08/2023,0
PA 93010 23 B0001,PA,93010,2023,29/08/2023,0
DP 93010 23 B0140,DP,93010,2023,29/08/2023,0
DP 93010 23 B0138,DP,93010,2023,28/08/2023,1
PC 93010 24 B0002,PC,93010,2024,10/01/2024,0
DP 93010 24 B0063,DP,93010,2024,24/04/2024,0
PC 93010 23 B0036,PC,93010,2023,03/07/2023,1
DP 93010 24 B0133,DP,93010,2024,16/08/2024,1
DP 93010 23 B0147,DP,93010,2023,18/09/2023,1
PC 93010 23 B0030,PC,93010,2023,12/06/2023,1
DP 93010 23 B0151,DP,93010,2023,28/09/2023,1
DP 93010 23 B0137,DP,93010,2023,24/08/2023,0
DP 93010 23 B0088,DP,93010,2023,25/05/2023,0
PC 93010 23 B0029,PC,93010,2023,08/06/2023,1
PC 93010 23 B0010 T01,PC,93010,2023,25/07/2023,0
PC 93010 21 B0063,PC,93010,2021,02/08/2021,0
PC 93010 23 B0045,PC,93010,2023,07/08/2023,0
DP 93010 23 B0128,DP,93010,2023,04/08/2023,0
PC 93010 20 B0069 T02,PC,93010,2020,18/03/2021,0
PC 93010 22 B0061 T01,PC,93010,2023,14/11/2023,0
DP 93010 23 B0179,DP,93010,2023,13/11/2023,1
PC 93010 23 B0041,PC,93010,2023,24/07/2023,0
DP 93010 23 B0127,DP,93010,2023,04/08/2023,1
DP 93010 23 B0098,DP,93010,2023,13/06/2023,0
DP 93010 23 B0121,DP,93010,2023,24/07/2023,1
DP 93010 23 B0163,DP,93010,2023,17/10/2023,1
DP 93010 24 B0028,DP,93010,2024,08/03/2024,0
DP 93010 23 B0087,DP,93010,2023,23/05/2023,1
DP 93010 23 B0195,DP,93010,2023,11/12/2023,1
PC 93010 17 B0063 M01,PC,93010,2023,02/08/2023,0
DP 93010 23 B0149,DP,93010,2023,21/09/2023,1
PC 93010 24 B0028,PC,93010,2024,29/07/2024,1
PC 93010 15 B0069 M02,PC,93010,2018,10/04/2018,0
DP 93010 23 B0180,DP,93010,2023,10/11/2023,0
DP 93010 23 B0145,DP,93010,2023,13/09/2023,1
PC 93010 15 B0069 M03,PC,93010,2018,07/08/2019,0
DP 93010 23 B0067,DP,93010,2023,19/04/2023,1
DP 93010 23 B0187,DP,93010,2023,01/12/2023,1
DP 93010 23 B0083,DP,93010,2023,19/05/2023,0
DP 93010 23 B0118,DP,93010,2023,07/07/2023,1
DP 93010 23 B0139,DP,93010,2023,29/08/2023,0
DP 93010 23 B0146,DP,93010,2023,13/09/2023,1
DP 93010 23 B0119,DP,93010,2023,20/07/2023,1
PC 93010 22 00041,PC,93010,2022,05/07/2022,0
DP 93010 23 B0164,DP,93010,2023,17/10/2023,1
PC 93010 24 B0007,PC,93010,2024,23/02/2024,1
DP 93010 23 B0142,DP,93010,2023,30/08/2023,0
DP 93010 23 B0152,DP,93010,2023,29/09/2023,0
DP 93010 23 B0150,DP,93010,2023,26/09/2023,0
DP 93010 21 B0141,DP,93010,2021,16/07/2021,0
DP 93010 23 B0172,DP,93010,2023,31/10/2023,0
DP 93010 23 B0154,DP,93010,2023,06/10/2023,0
PC 93010 23 B0056,PC,93010,2023,31/10/2023,0
DP 93010 23 B0153,DP,93010,2023,03/10/2023,0
PC 93010 23 B0051,PC,93010,2023,06/10/2023,1
PC 93010 23 B0044,PC,93010,2023,02/08/2023,0
DP 93010 23 B0143,DP,93010,2023,07/09/2023,1
DP 93010 23 B0125,DP,93010,2023,02/08/2023,0
DP 93010 24 B0009,DP,93010,2024,26/01/2024,0
DP 93010 23 B0156,DP,93010,2023,06/10/2023,0
DP 93010 23 B0130,DP,93010,2023,08/08/2023,1
DP 93010 23 B0160,DP,93010,2023,16/10/2023,1
PC 93010 23 B0053,PC,93010,2023,12/10/2023,1
PC 93010 23 B0016,PC,93010,2023,13/04/2023,0
PC 93010 23 B0047,PC,93010,2023,28/08/2023,1
DP 93010 23 B0155,DP,93010,2023,28/09/2023,0
DP 93010 23 B0159,DP,93010,2023,13/10/2023,1
PD 93010 23 B0004,PD,93010,2023,20/06/2023,0
DP 93010 23 B0157,DP,93010,2023,12/10/2023,0
PC 93010 23 B0043,PC,93010,2023,28/07/2023,0
DP 93010 23 B0158,DP,93010,2023,12/10/2023,1
DP 93010 23 B0170,DP,93010,2023,27/10/2023,1
PC 93010 23 B0042,PC,93010,2023,27/07/2023,1
PC 93010 23 B0052,PC,93010,2023,10/10/2023,1
DP 93010 23 B0178,DP,93010,2023,06/11/2023,0
DP 93010 23 B0175,DP,93010,2023,08/11/2023,0
PC 93010 22 B0002,PC,93010,2022,13/01/2022,0
DP 93010 23 B0038,DP,93010,2023,07/03/2023,0
PC 93010 23 B0055,PC,93010,2023,25/10/2023,1
PC 93010 19 B0037,PC,93010,2019,25/06/2019,0
DP 93010 23 B0167,DP,93010,2023,23/10/2023,0
DP 93010 23 B0174,DP,93010,2023,03/11/2023,1
DP 93010 23 B0177,DP,93010,2023,03/11/2023,0
PC 93010 15 B0025 M02,PC,93010,2023,21/06/2023,0
PC 93010 15 B0069,PC,93010,2015,13/11/2015,0
PC 93010 23 B0031,PC,93010,2023,23/06/2023,1
PC 93010 20 B0059,PC,93010,2020,21/10/2020,0
DP 93010 23 B0122,DP,93010,2023,31/07/2023,1
DP 93010 21 B0218,DP,93010,2021,31/12/2021,0
DP 93010 23 B0169,DP,93010,2023,25/10/2023,1
PD 93010 23 B0005,PD,93010,2023,21/06/2023,1
PC 93010 23 B0032,PC,93010,2023,26/06/2023,1
DP 93010 23 B0186,DP,93010,2023,28/11/2023,0
DP 93010 24 B0057,DP,93010,2024,23/04/2024,1
DP 93010 23 B0116,DP,93010,2023,28/06/2023,0
DP 93010 23 B0120,DP,93010,2023,20/07/2023,1
DP 93010 23 B0171,DP,93010,2023,27/10/2023,1
PC 93010 23 B0039,PC,93010,2023,21/07/2023,1
DP 93010 23 B0020,DP,93010,2023,08/02/2023,0
DP 93010 23 B0190,DP,93010,2023,05/12/2023,1
DP 93010 23 B0181,DP,93010,2023,15/11/2023,1
DP 93010 23 B0162,DP,93010,2023,17/10/2023,1
DP 93010 23 B0194,DP,93010,2023,07/12/2023,0
DP 93010 23 B0166,DP,93010,2023,23/10/2023,1
DP 93010 23 B0193,DP,93010,2023,08/12/2023,1
DP 93010 23 B0199,DP,93010,2023,12/12/2023,0
DP 93010 23 B0197,DP,93010,2023,14/12/2023,1
DP 93010 23 B0196,DP,93010,2023,14/12/2023,1
PD 93010 23 B0008,PD,93010,2023,01/12/2023,0
PC 93010 23 B0040,PC,93010,2023,21/07/2023,1
DP 93010 23 B0115,DP,93010,2023,30/06/2023,1
DP 93010 23 B0191,DP,93010,2023,05/12/2023,0
PC 93010 18 B0025 M01,PC,93010,2023,20/12/2023,0
DP 93010 23 B0135,DP,93010,2023,17/08/2023,0
DP 93010 23 B0124,DP,93010,2023,31/07/2023,0
DP 93010 23 B0148,DP,93010,2023,14/09/2023,0
PC 93010 23 B0060,PC,93010,2023,05/12/2023,0
DP 93010 24 B0047,DP,93010,2024,09/04/2024,0
PD 93010 23 B0010,PD,93010,2023,14/12/2023,1
DP 93010 23 B0202,DP,93010,2023,18/12/2023,0
PD 93010 23 B0011,PD,93010,2023,11/12/2023,0
PD 93010 23 B0006,PD,93010,2023,30/10/2023,0
DP 93010 23 B0144,DP,93010,2023,08/09/2023,1
PD 93010 23 B0007,PD,93010,2023,30/10/2023,0
DP 93010 23 B0108,DP,93010,2023,19/06/2023,0
PC 93010 19 B0030,PC,93010,2021,29/05/2019,0
DP 93010 23 B0129,DP,93010,2023,08/08/2023,1
DP 93010 23 B0133,DP,93010,2023,09/08/2023,1
PC 93010 23 B0049,PC,93010,2023,02/10/2023,1
DP 93010 23 B0136,DP,93010,2023,21/08/2023,0
DP 93010 23 B0182,DP,93010,2023,15/11/2023,0
PC 93010 20 B0057 M02,PC,93010,2024,23/01/2024,0
DP 93010 24 B0016,DP,93010,2024,06/02/2024,1
DP 93010 23 B0165,DP,93010,2023,19/10/2023,1
DP 93010 24 B0008,DP,93010,2024,25/01/2024,1
DP 93010 24 B0004,DP,93010,2024,08/01/2024,0
PC 93010 24 B0003,PC,93010,2024,18/01/2024,1
PC 93010 20 B0056,PC,93010,2020,09/10/2020,0
PC 93010 20 B0057 M01,PC,93010,2022,14/01/2022,0
PC 93010 20 B0057,PC,93010,2020,14/09/2020,0
DP 93010 24 B0001,DP,93010,2024,02/01/2024,1
DP 93010 24 B0002,DP,93010,2024,06/01/2024,1
DP 93010 22 B0156,DP,93010,2022,25/10/2022,1
DP 93010 23 B0203,DP,93010,2023,26/12/2023,1
DP 93010 24 B0010,DP,93010,2024,31/01/2024,1
DP 93010 23 B0060,DP,93010,2023,11/04/2023,1
DP 93010 24 B0007,DP,93010,2024,24/01/2024,1
PC 93010 23 B0062,PC,93010,2023,19/12/2023,1
DP 93010 24 B0013,DP,93010,2024,01/02/2024,0
DP 93010 24 B0014,DP,93010,2024,01/02/2024,0
DP 93010 24 B0011,DP,93010,2024,31/01/2024,0
PD 93010 23 B0009,PD,93010,2023,05/12/2023,1
PC 93010 14 B0057 M01,PC,93010,2023,28/07/2023,0
PC 93010 23 B0038,PC,93010,2023,13/07/2023,1
DP 93010 24 B0017,DP,93010,2024,06/02/2024,1
DP 93010 23 B0188,DP,93010,2023,01/12/2023,0
DP 93010 23 B0183,DP,93010,2023,20/11/2023,0
DP 93010 24 B0104,DP,93010,2024,01/07/2024,0
PC 93010 24 B0005,PC,93010,2024,09/02/2024,1
PC 93010 20 B0056 M02,PC,93010,2024,23/01/2024,0
DP 93010 24 B0022,DP,93010,2024,16/02/2024,1
DP 93010 23 B0198,DP,93010,2023,14/12/2023,1
DP 93010 24 B0006,DP,93010,2024,19/01/2024,1
DP 93010 24 B0005,DP,93010,2024,11/01/2024,0
DP 93010 24 B0012,DP,93010,2024,31/01/2024,1
DP 93010 23 B0200,DP,93010,2023,14/12/2023,1
PC 93010 20 B0056 M01,PC,93010,2022,14/01/2022,0
PC 93010 24 B0008,PC,93010,2024,04/03/2024,1
DP 93010 23 B0173,DP,93010,2023,02/11/2023,1
DP 93010 24 B0015,DP,93010,2024,29/01/2024,0
PC 93010 24 B0006,PC,93010,2024,15/02/2024,1
PC 93010 18 B0025,PC,93010,2018,17/05/2018,0
PC 93010 21 B0070 M01,PC,93010,2024,28/02/2024,0
DP 93010 24 B0020,DP,93010,2024,12/02/2024,0
PC 93010 23 B0057,PC,93010,2023,13/11/2023,0
PC 93010 24 B0004,PC,93010,2024,25/01/2024,1
DP 93010 24 B0034,DP,93010,2024,19/03/2024,0
DP 93010 24 B0030,DP,93010,2024,12/03/2024,1
DP 93010 24 B0031,DP,93010,2024,13/03/2024,1
PC 93010 20 B0058 M01,PC,93010,2022,14/02/2022,0
PC 93010 17 B0053 M01,PC,93010,2024,22/03/2024,0
PC 93010 17 B0053,PC,93010,2017,18/09/2017,0
DP 93010 24 B0045,DP,93010,2024,29/03/2024,0
DP 93010 24 B0101,DP,93010,2024,24/06/2024,1
DP 93010 24 B0036,DP,93010,2024,21/03/2024,1
DP 93010 24 B0026,DP,93010,2024,28/02/2024,1
DP 93010 24 B0033,DP,93010,2024,14/03/2024,1
DP 93010 24 B0037,DP,93010,2024,22/03/2024,0
DP 93010 24 B0025,DP,93010,2024,28/02/2024,1
PC 93010 23 B0058,PC,93010,2023,22/11/2023,1
DP 93010 21 B0119,DP,93010,2021,10/06/2021,0
DP 93010 24 B0023,DP,93010,2024,22/02/2024,0
PC 93010 24 B0009,PC,93010,2024,25/03/2024,1
PC 93010 22 B0049,PC,93010,2022,15/07/2022,0
DP 93010 23 B0184,DP,93010,2023,24/11/2023,0
DP 93010 24 B0069,DP,93010,2024,06/05/2024,0
PC 93010 20 B0036 M01,PC,93010,2021,10/11/2021,0
DP 93010 24 B0106,DP,93010,2024,02/07/2024,1
DP 93010 22 B0023,DP,93010,2022,18/02/2022,0
PC 93010 20 B0058 M02,PC,93010,2024,27/05/2024,0
DP 93010 24 B0080,DP,93010,2024,21/05/2024,1
PC 93010 20 B0080 T01,PC,93010,2023,30/03/2023,0
DP 93010 24 B0083,DP,93010,2024,21/05/2024,0
PC 93010 22 B0062 M01,PC,93010,2024,31/01/2024,0
PC 93010 24 B0022,PC,93010,2024,28/05/2024,1
DP 93010 24 B0074,DP,93010,2024,14/05/2024,1
DP 93010 24 B0087,DP,93010,2024,28/05/2024,1
DP 93010 24 B0077,DP,93010,2024,17/05/2024,1
DP 93010 24 B0079,DP,93010,2024,20/05/2024,1
DP 93010 24 B0072,DP,93010,2024,13/05/2024,0
DP 93010 24 B0081,DP,93010,2024,21/05/2024,0
DP 93010 24 B0058,DP,93010,2024,23/04/2024,1
DP 93010 24 B0043,DP,93010,2024,02/04/2024,1
PC 93010 24 B0010,PC,93010,2024,26/03/2024,1
DP 93010 24 B0050,DP,93010,2024,08/04/2024,0
PC 93010 09 B0005 M01,PC,93010,2024,23/01/2024,0
DP 93010 24 B0024,DP,93010,2024,26/02/2024,1
DP 93010 24 B0038,DP,93010,2024,25/03/2024,1
PC 93010 24 B0016,PC,93010,2024,12/04/2024,0
DP 93010 24 B0044,DP,93010,2024,02/04/2024,1
DP 93010 24 B0035,DP,93010,2024,19/03/2024,1
PC 93010 24 B0014,PC,93010,2024,11/04/2024,0
PC 93010 23 B0019,PC,93010,2023,24/04/2023,0
DP 93010 24 B0039,DP,93010,2024,27/03/2024,1
DP 93010 24 B0051,DP,93010,2024,09/04/2024,1
DP 93010 24 B0070,DP,93010,2024,06/05/2024,0
PC 93010 23 B0059 M01,PC,93010,2024,03/05/2024,0
PC 93010 18 B0070 M01,PC,93010,2024,27/03/2024,0
PC 93010 18 B0070,PC,93010,2018,26/11/2018,0
PC 93010 17 B0052 M02,PC,93010,2021,21/12/2021,0
DP 93010 25 B0002,DP,93010,2025,13/01/2025,1
DP 93010 24 B0046,DP,93010,2024,03/04/2024,1
DP 93010 23 B0168,DP,93010,2023,23/10/2023,0
PC 93010 24 B0017,PC,93010,2024,17/04/2024,1
PC 93010 23 B0059,PC,93010,2023,22/11/2023,0
DP 93010 24 B0102,DP,93010,2024,26/06/2024,1
DP 93010 23 B0185,DP,93010,2023,22/11/2023,0
DP 93010 24 B0055,DP,93010,2024,19/04/2024,1
PC 93010 15 B0069 M05,PC,93010,2024,21/03/2024,0
DP 93010 24 B0149,DP,93010,2024,21/09/2024,1
DP 93010 24 B0056,DP,93010,2024,19/04/2024,1
PC 93010 24 B0018,PC,93010,2024,19/04/2024,1
PC 93010 19 B0065,PC,93010,2019,15/11/2019,0
DP 93010 24 B0098,DP,93010,2024,14/06/2024,1
DP 93010 24 B0059,DP,93010,2024,24/04/2024,0
PC 93010 19 B0065 M02,PC,93010,2024,16/04/2024,0
DP 93010 24 B0130,DP,93010,2024,12/08/2024,1
PC 93010 24 B0019,PC,93010,2024,22/04/2024,1
DP 93010 23 B0176,DP,93010,2023,08/11/2023,0
PC 93010 19 B0065 M01,PC,93010,2021,25/01/2021,0
PC 93010 24 B0025,PC,93010,2024,04/06/2024,0
DP 93010 24 B0068,DP,93010,2024,03/05/2024,1
DP 93010 24 B0052,DP,93010,2024,11/04/2024,1
DP 93010 24 B0003,DP,93010,2024,15/01/2024,1
PC 93010 24 B0001,PC,93010,2024,02/01/2024,0
DP 93010 24 B0136,DP,93010,2024,29/08/2024,0
DP 93010 23 B0016,DP,93010,2023,03/02/2023,0
PC 93010 21 B0088,PC,93010,2021,23/11/2021,0
DP 93010 24 B0065,DP,93010,2024,02/05/2024,1
