"nom_iris","iris","numero","nom_voie"
"Le Vieux Chateau",303,2,"Allee Millet"
"La Flamiche",101,2,"Allee des Frenes"
"La Flamiche",101,4,"Allee des Frenes"
"La Flamiche",101,6,"Allee des Frenes"
"Les Courts Sillons",305,1,"Allee Gabrielle"
"Les Courts Sillons",305,3,"Allee Gabrielle"
"Les Courts Sillons",305,5,"Allee Gabrielle"
"La Remise à Jorelle",302,7,"Allee Gabrielle"
"La Remise à Jorelle",302,9,"Allee Gabrielle"
"La Remise à Jorelle",302,11,"Allee Gabrielle"
"La Remise à Jorelle",302,13,"Allee Gabrielle"
"La Remise à Jorelle",302,15,"Allee Gabrielle"
"La Remise à Jorelle",302,17,"Allee Gabrielle"
"La Remise à Jorelle",302,19,"Allee Gabrielle"
"La Remise à Jorelle",302,21,"Allee Gabrielle"
"La Remise à Jorelle",302,23,"Allee Gabrielle"
"La Mare à la Veuve",301,2,"Rue Pauline Roger"
"La Mare à la Veuve",301,5,"Rue Pauline Roger"
"La Mare à la Veuve",301,8,"Rue Pauline Roger"
"La Mare à la Veuve",301,9,"Rue Pauline Roger"
"La Mare à la Veuve",301,10,"Rue Pauline Roger"
"La Mare à la Veuve",301,11,"Rue Pauline Roger"
"La Mare à la Veuve",301,12,"Rue Pauline Roger"
"La Mare à la Veuve",301,13,"Rue Pauline Roger"
"La Mare à la Veuve",301,14,"Rue Pauline Roger"
"La Mare à la Veuve",301,15,"Rue Pauline Roger"
"La Mare à la Veuve",301,17,"Rue Pauline Roger"
"La Mare à la Veuve",301,18,"Rue Pauline Roger"
"La Mare à la Veuve",301,19,"Rue Pauline Roger"
"La Mare à la Veuve",301,21,"Rue Pauline Roger"
"La Mare à la Veuve",301,22,"Rue Pauline Roger"
"La Mare à la Veuve",301,23,"Rue Pauline Roger"
"La Mare à la Veuve",301,24,"Rue Pauline Roger"
"La Mare à la Veuve",301,25,"Rue Pauline Roger"
"La Mare à la Veuve",301,26,"Rue Pauline Roger"
"La Mare à la Veuve",301,27,"Rue Pauline Roger"
"La Mare à la Veuve",301,28,"Rue Pauline Roger"
"La Mare à la Veuve",301,29,"Rue Pauline Roger"
"La Mare à la Veuve",301,30,"Rue Pauline Roger"
"La Mare à la Veuve",301,31,"Rue Pauline Roger"
"La Mare à la Veuve",301,32,"Rue Pauline Roger"
"La Mare à la Veuve",301,33,"Rue Pauline Roger"
"La Mare à la Veuve",301,34,"Rue Pauline Roger"
"La Mare à la Veuve",301,35,"Rue Pauline Roger"
"La Mare à la Veuve",301,36,"Rue Pauline Roger"
"La Mare à la Veuve",301,38,"Rue Pauline Roger"
"La Mare à la Veuve",301,40,"Rue Pauline Roger"
"La Flamiche",101,1,"Rue du Bon-Air"
"La Flamiche",101,3,"Rue du Bon-Air"
"La Flamiche",101,4,"Rue du Bon-Air"
"La Flamiche",101,5,"Rue du Bon-Air"
"La Flamiche",101,6,"Rue du Bon-Air"
"La Flamiche",101,7,"Rue du Bon-Air"
"La Flamiche",101,8,"Rue du Bon-Air"
"La Flamiche",101,9,"Rue du Bon-Air"
"La Flamiche",101,10,"Rue du Bon-Air"
"La Flamiche",101,11,"Rue du Bon-Air"
"La Flamiche",101,12,"Rue du Bon-Air"
"La Flamiche",101,13,"Rue du Bon-Air"
"La Flamiche",101,14,"Rue du Bon-Air"
"La Flamiche",101,16,"Rue du Bon-Air"
"La Flamiche",101,17,"Rue du Bon-Air"
"La Flamiche",101,18,"Rue du Bon-Air"
"La Flamiche",101,19,"Rue du Bon-Air"
"La Flamiche",101,20,"Rue du Bon-Air"
"La Flamiche",101,21,"Rue du Bon-Air"
"La Flamiche",101,22,"Rue du Bon-Air"
"La Flamiche",101,23,"Rue du Bon-Air"
"La Flamiche",101,24,"Rue du Bon-Air"
"La Flamiche",101,25,"Rue du Bon-Air"
"La Flamiche",101,26,"Rue du Bon-Air"
"Le Mainguy",201,1,"Rue de Cronstadt"
"Le Mainguy",201,2,"Rue de Cronstadt"
"Le Mainguy",201,3,"Rue de Cronstadt"
"Le Mainguy",201,4,"Rue de Cronstadt"
"Le Mainguy",201,5,"Rue de Cronstadt"
"Le Mainguy",201,6,"Rue de Cronstadt"
"Le Mainguy",201,7,"Rue de Cronstadt"
"Le Mainguy",201,8,"Rue de Cronstadt"
"Le Mainguy",201,9,"Rue de Cronstadt"
"Le Mainguy",201,10,"Rue de Cronstadt"
"Le Mainguy",201,11,"Rue de Cronstadt"
"Le Mainguy",201,12,"Rue de Cronstadt"
"Le Mainguy",201,13,"Rue de Cronstadt"
"Le Mainguy",201,14,"Rue de Cronstadt"
"Le Mainguy",201,15,"Rue de Cronstadt"
"Le Mainguy",201,16,"Rue de Cronstadt"
"Le Mainguy",201,17,"Rue de Cronstadt"
"Le Mainguy",201,18,"Rue de Cronstadt"
"Le Mainguy",201,19,"Rue de Cronstadt"
"Le Mainguy",201,20,"Rue de Cronstadt"
"Le Mainguy",201,22,"Rue de Cronstadt"
"Le Mainguy",201,1,"Rue de Cronstadt"
"La Ferme",404,1,"Avenue Pasteur"
"La Ferme",404,3,"Avenue Pasteur"
"La Ferme",404,4,"Avenue Pasteur"
"La Ferme",404,5,"Avenue Pasteur"
"La Ferme",404,6,"Avenue Pasteur"
"La Ferme",404,7,"Avenue Pasteur"
"La Ferme",404,8,"Avenue Pasteur"
"La Ferme",404,9,"Avenue Pasteur"
"La Ferme",404,10,"Avenue Pasteur"
"La Ferme",404,11,"Avenue Pasteur"
"La Ferme",404,12,"Avenue Pasteur"
"La Ferme",404,13,"Avenue Pasteur"
"La Ferme",404,14,"Avenue Pasteur"
"La Ferme",404,15,"Avenue Pasteur"
"La Ferme",404,17,"Avenue Pasteur"
"La Ferme",404,19,"Avenue Pasteur"
"La Ferme",404,21,"Avenue Pasteur"
"La Ferme",404,23,"Avenue Pasteur"
"La Ferme",404,31,"Avenue Pasteur"
"La Ferme",404,33,"Avenue Pasteur"
"La Ferme",404,35,"Avenue Pasteur"
"La Ferme",404,37,"Avenue Pasteur"
"La Ferme",404,38,"Avenue Pasteur"
"La Ferme",404,39,"Avenue Pasteur"
"La Ferme",404,40,"Avenue Pasteur"
"La Ferme",404,41,"Avenue Pasteur"
"La Ferme",404,42,"Avenue Pasteur"
"La Ferme",404,60,"Avenue Pasteur"
"Les Courts Sillons",305,1,"Rue de Plaisance"
"Les Courts Sillons",305,2,"Rue de Plaisance"
"Les Courts Sillons",305,3,"Rue de Plaisance"
"Les Courts Sillons",305,4,"Rue de Plaisance"
"Les Courts Sillons",305,5,"Rue de Plaisance"
"Les Courts Sillons",305,6,"Rue de Plaisance"
"Les Courts Sillons",305,7,"Rue de Plaisance"
"Les Courts Sillons",305,8,"Rue de Plaisance"
"Les Courts Sillons",305,9,"Rue de Plaisance"
"Les Courts Sillons",305,10,"Rue de Plaisance"
"Les Courts Sillons",305,11,"Rue de Plaisance"
"Les Courts Sillons",305,12,"Rue de Plaisance"
"Les Courts Sillons",305,14,"Rue de Plaisance"
"Les Courts Sillons",305,15,"Rue de Plaisance"
"Les Courts Sillons",305,16,"Rue de Plaisance"
"Les Courts Sillons",305,17,"Rue de Plaisance"
"Les Courts Sillons",305,18,"Rue de Plaisance"
"Les Courts Sillons",305,19,"Rue de Plaisance"
"Les Courts Sillons",305,20,"Rue de Plaisance"
"Les Courts Sillons",305,21,"Rue de Plaisance"
"Les Courts Sillons",305,23,"Rue de Plaisance"
"Les Courts Sillons",305,25,"Rue de Plaisance"
"Les Courts Sillons",305,27,"Rue de Plaisance"
"Les Courts Sillons",305,29,"Rue de Plaisance"
"Les Courts Sillons",305,31,"Rue de Plaisance"
"Les Courts Sillons",305,11,"Rue de Plaisance"
"Les Courts Sillons",305,10,"Rue de Plaisance"
"Les Courts Sillons",305,12,"Rue de Plaisance"
"Les Friches",401,12,"Rue Eugène Masson"
"Les Friches",401,13,"Rue Eugène Masson"
"Les Friches",401,14,"Rue Eugène Masson"
"Les Friches",401,15,"Rue Eugène Masson"
"Les Friches",401,16,"Rue Eugène Masson"
"Les Friches",401,17,"Rue Eugène Masson"
"Les Friches",401,18,"Rue Eugène Masson"
"Les Friches",401,19,"Rue Eugène Masson"
"Les Friches",401,20,"Rue Eugène Masson"
"Les Friches",401,21,"Rue Eugène Masson"
"Les Friches",401,22,"Rue Eugène Masson"
"Les Friches",401,23,"Rue Eugène Masson"
"Les Friches",401,24,"Rue Eugène Masson"
"Les Friches",401,25,"Rue Eugène Masson"
"Les Friches",401,26,"Rue Eugène Masson"
"Les Friches",401,27,"Rue Eugène Masson"
"Les Friches",401,28,"Rue Eugène Masson"
"Les Friches",401,29,"Rue Eugène Masson"
"Les Friches",401,31,"Rue Eugène Masson"
"Les Friches",401,33,"Rue Eugène Masson"
"Les Friches",401,16,"Rue Eugène Masson"
"Les Friches",401,10,"Rue Eugène Masson"
"La Remise à Jorelle",302,2,"Allee Louise Michel"
"La Remise à Jorelle",302,4,"Allee Louise Michel"
"La Remise à Jorelle",302,6,"Allee Louise Michel"
"La Remise à Jorelle",302,8,"Allee Louise Michel"
"La Remise à Jorelle",302,10,"Allee Louise Michel"
"La Remise à Jorelle",302,12,"Allee Louise Michel"
"La Remise à Jorelle",302,14,"Allee Louise Michel"
"La Remise à Jorelle",302,16,"Allee Louise Michel"
"Le Centre Ville",202,2,"Rue Auguste Polissard"
"Les Fleches",403,3,"Rue Auguste Polissard"
"Les Fleches",403,7,"Rue Auguste Polissard"
"Le Centre Ville",202,10,"Rue Auguste Polissard"
"Les Fleches",403,11,"Rue Auguste Polissard"
"Le Centre Ville",202,12,"Rue Auguste Polissard"
"Les Fleches",403,13,"Rue Auguste Polissard"
"Les Fleches",403,14,"Rue Auguste Polissard"
"Les Fleches",403,15,"Rue Auguste Polissard"
"Les Fleches",403,16,"Rue Auguste Polissard"
"Les Fleches",403,17,"Rue Auguste Polissard"
"Le Centre Ville",202,18,"Rue Auguste Polissard"
"Les Fleches",403,19,"Rue Auguste Polissard"
"Le Centre Ville",202,20,"Rue Auguste Polissard"
"Les Fleches",403,21,"Rue Auguste Polissard"
"Les Fleches",403,22,"Rue Auguste Polissard"
"Les Fleches",403,23,"Rue Auguste Polissard"
"Le Centre Ville",202,24,"Rue Auguste Polissard"
"Les Fleches",403,25,"Rue Auguste Polissard"
"Les Fleches",403,26,"Rue Auguste Polissard"
"Les Fleches",403,27,"Rue Auguste Polissard"
"Les Fleches",403,28,"Rue Auguste Polissard"
"Les Fleches",403,29,"Rue Auguste Polissard"
"Le Centre Ville",202,30,"Rue Auguste Polissard"
"Les Fleches",403,32,"Rue Auguste Polissard"
"Les Fleches",403,41,"Rue Auguste Polissard"
"Les Fleches",403,43,"Rue Auguste Polissard"
"Les Fleches",403,21,"Rue Auguste Polissard"
"Les Fleches",403,27,"Rue Auguste Polissard"
"Les Fleches",403,29,"Rue Auguste Polissard"
"Les Fleches",403,10,"Rue Auguste Polissard"
"Les Fleches",403,15,"Rue Auguste Polissard"
"Les Fleches",403,41,"Rue Auguste Polissard"
"Les Fleches",403,22,"Rue Auguste Polissard"
"La Flamiche",101,7,"Rond Point du Verger"
"La Flamiche",101,9,"Rond Point du Verger"
"La Flamiche",101,11,"Rond Point du Verger"
"La Flamiche",101,1,"Allee des Vignes"
"La Flamiche",101,2,"Allee des Vignes"
"La Flamiche",101,3,"Allee des Vignes"
"La Flamiche",101,4,"Allee des Vignes"
"La Flamiche",101,5,"Allee des Vignes"
"La Flamiche",101,6,"Allee des Vignes"
"La Flamiche",101,7,"Allee des Vignes"
"La Flamiche",101,8,"Allee des Vignes"
"La Flamiche",101,9,"Allee des Vignes"
"La Flamiche",101,10,"Allee des Vignes"
"La Flamiche",101,11,"Allee des Vignes"
"La Flamiche",101,12,"Allee des Vignes"
"La Flamiche",101,13,"Allee des Vignes"
"La Flamiche",101,14,"Allee des Vignes"
"La Flamiche",101,15,"Allee des Vignes"
"La Flamiche",101,16,"Allee des Vignes"
"La Flamiche",101,17,"Allee des Vignes"
"La Flamiche",101,18,"Allee des Vignes"
"La Flamiche",101,20,"Allee des Vignes"
"La Flamiche",101,22,"Allee des Vignes"
"La Flamiche",101,24,"Allee des Vignes"
"La Flamiche",101,26,"Allee des Vignes"
"La Flamiche",101,28,"Allee des Vignes"
"La Flamiche",101,30,"Allee des Vignes"
"La Flamiche",101,32,"Allee des Vignes"
"Le Centre Ville",202,1,"Rue Sainte-Barbe"
"Le Centre Ville",202,5,"Rue Sainte-Barbe"
"Le Centre Ville",202,8,"Rue Sainte-Barbe"
"Le Centre Ville",202,10,"Rue Sainte-Barbe"
"Le Centre Ville",202,12,"Rue Sainte-Barbe"
"Le Centre Ville",202,14,"Rue Sainte-Barbe"
"Le Centre Ville",202,16,"Rue Sainte-Barbe"
"Le Centre Ville",202,18,"Rue Sainte-Barbe"
"Le Centre Ville",202,20,"Rue Sainte-Barbe"
"Les Friches",401,5,"Rue du Professeur Vaillant"
"Les Friches",401,7,"Rue du Professeur Vaillant"
"Les Friches",401,9,"Rue du Professeur Vaillant"
"Les Friches",401,11,"Rue du Professeur Vaillant"
"Les Friches",401,13,"Rue du Professeur Vaillant"
"Les Friches",401,15,"Rue du Professeur Vaillant"
"Les Friches",401,17,"Rue du Professeur Vaillant"
"Les Friches",401,19,"Rue du Professeur Vaillant"
"Les Friches",401,21,"Rue du Professeur Vaillant"
"Les Friches",401,23,"Rue du Professeur Vaillant"
"Les Friches",401,25,"Rue du Professeur Vaillant"
"Les Friches",401,27,"Rue du Professeur Vaillant"
"Les Friches",401,29,"Rue du Professeur Vaillant"
"Les Friches",401,31,"Rue du Professeur Vaillant"
"Les Friches",401,33,"Rue du Professeur Vaillant"
"Les Friches",401,35,"Rue du Professeur Vaillant"
"Les Friches",401,37,"Rue du Professeur Vaillant"
"Les Friches",401,39,"Rue du Professeur Vaillant"
"Les Friches",401,41,"Rue du Professeur Vaillant"
"Les Friches",401,43,"Rue du Professeur Vaillant"
"La Flamiche",101,1,"Rue Jules Lecomte"
"La Flamiche",101,2,"Rue Jules Lecomte"
"La Flamiche",101,3,"Rue Jules Lecomte"
"La Flamiche",101,4,"Rue Jules Lecomte"
"La Flamiche",101,6,"Rue Jules Lecomte"
"La Flamiche",101,8,"Rue Jules Lecomte"
"La Flamiche",101,9,"Rue Jules Lecomte"
"La Flamiche",101,10,"Rue Jules Lecomte"
"La Flamiche",101,11,"Rue Jules Lecomte"
"La Flamiche",101,12,"Rue Jules Lecomte"
"La Flamiche",101,13,"Rue Jules Lecomte"
"La Flamiche",101,14,"Rue Jules Lecomte"
"La Flamiche",101,15,"Rue Jules Lecomte"
"La Flamiche",101,16,"Rue Jules Lecomte"
"La Flamiche",101,17,"Rue Jules Lecomte"
"La Flamiche",101,18,"Rue Jules Lecomte"
"La Flamiche",101,19,"Rue Jules Lecomte"
"La Flamiche",101,20,"Rue Jules Lecomte"
"La Flamiche",101,21,"Rue Jules Lecomte"
"La Flamiche",101,22,"Rue Jules Lecomte"
"La Flamiche",101,23,"Rue Jules Lecomte"
"La Flamiche",101,24,"Rue Jules Lecomte"
"La Flamiche",101,25,"Rue Jules Lecomte"
"La Flamiche",101,26,"Rue Jules Lecomte"
"La Flamiche",101,27,"Rue Jules Lecomte"
"La Flamiche",101,28,"Rue Jules Lecomte"
"La Flamiche",101,30,"Rue Jules Lecomte"
"La Flamiche",101,32,"Rue Jules Lecomte"
"La Flamiche",101,34,"Rue Jules Lecomte"
"Les Friches",401,2,"Allée Molière"
"Les Friches",401,4,"Allée Molière"
"Les Friches",401,5,"Allée Molière"
"Les Friches",401,6,"Allée Molière"
"Les Friches",401,7,"Allée Molière"
"Les Friches",401,8,"Allée Molière"
"Les Friches",401,9,"Allée Molière"
"Les Friches",401,10,"Allée Molière"
"Les Friches",401,12,"Allée Molière"
"Les Friches",401,7,"Allée Molière"
"La Mare à la Veuve",301,1,"Allée des Tilleuls"
"La Mare à la Veuve",301,2,"Allée des Tilleuls"
"La Mare à la Veuve",301,3,"Allée des Tilleuls"
"La Mare à la Veuve",301,4,"Allée des Tilleuls"
"La Mare à la Veuve",301,5,"Allée des Tilleuls"
"La Mare à la Veuve",301,6,"Allée des Tilleuls"
"La Mare à la Veuve",301,7,"Allée des Tilleuls"
"La Mare à la Veuve",301,8,"Allée des Tilleuls"
"La Mare à la Veuve",301,9,"Allée des Tilleuls"
"La Mare à la Veuve",301,10,"Allée des Tilleuls"
"La Mare à la Veuve",301,11,"Allée des Tilleuls"
"La Mare à la Veuve",301,12,"Allée des Tilleuls"
"La Mare à la Veuve",301,13,"Allée des Tilleuls"
"La Mare à la Veuve",301,14,"Allée des Tilleuls"
"La Mare à la Veuve",301,15,"Allée des Tilleuls"
"La Mare à la Veuve",301,16,"Allée des Tilleuls"
"La Mare à la Veuve",301,17,"Allée des Tilleuls"
"La Mare à la Veuve",301,18,"Allée des Tilleuls"
"La Mare à la Veuve",301,19,"Allée des Tilleuls"
"La Mare à la Veuve",301,20,"Allée des Tilleuls"
"La Mare à la Veuve",301,21,"Allée des Tilleuls"
"La Mare à la Veuve",301,22,"Allée des Tilleuls"
"La Mare à la Veuve",301,23,"Allée des Tilleuls"
"La Mare à la Veuve",301,24,"Allée des Tilleuls"
"La Mare à la Veuve",301,25,"Allée des Tilleuls"
"La Mare à la Veuve",301,26,"Allée des Tilleuls"
"La Mare à la Veuve",301,27,"Allée des Tilleuls"
"La Mare à la Veuve",301,31,"Allée des Tilleuls"
"La Mare à la Veuve",301,33,"Allée des Tilleuls"
"La Mare à la Veuve",301,24,"Allée des Tilleuls"
"La Mare à la Veuve",301,6,"Allée des Tilleuls"
"La Ferme",404,2,"Allee des Iris"
"La Ferme",404,4,"Allee des Iris"
"La Terre Saint-Blaise",102,1,"Rue Gargantua"
"La Terre Saint-Blaise",102,2,"Rue Gargantua"
"La Terre Saint-Blaise",102,3,"Rue Gargantua"
"La Terre Saint-Blaise",102,5,"Rue Gargantua"
"La Terre Saint-Blaise",102,7,"Rue Gargantua"
"La Terre Saint-Blaise",102,9,"Rue Gargantua"
"La Terre Saint-Blaise",102,11,"Rue Gargantua"
"Le Champart",203,1,"Rue de la Fraternite"
"Le Mainguy",201,2,"Rue de la Fraternite"
"Le Champart",203,3,"Rue de la Fraternite"
"Le Mainguy",201,4,"Rue de la Fraternite"
"Le Champart",203,5,"Rue de la Fraternite"
"Le Mainguy",201,6,"Rue de la Fraternite"
"Le Champart",203,7,"Rue de la Fraternite"
"Le Mainguy",201,8,"Rue de la Fraternite"
"Le Champart",203,9,"Rue de la Fraternite"
"Le Mainguy",201,10,"Rue de la Fraternite"
"Le Champart",203,11,"Rue de la Fraternite"
"Le Champart",203,15,"Rue de la Fraternite"
"Le Mainguy",201,20,"Rue de la Fraternite"
"Le Mainguy",201,22,"Rue de la Fraternite"
"Le Champart",203,3,"Rue de la Fraternite"
"Le Mainguy",201,10,"Rue de la Fraternite"
"Le Mainguy",201,10,"Rue de la Fraternite"
"Le Mainguy",201,4,"Rue de la Fraternite"
"Le Mainguy",201,10,"Rue de la Fraternite"
"Le Mainguy",201,10,"Rue de la Fraternite"
"La Remise à Jorelle",302,77,"Impasse de la Liberté"
"La Remise à Jorelle",302,79,"Impasse de la Liberté"
"La Remise à Jorelle",302,81,"Impasse de la Liberté"
"La Remise à Jorelle",302,83,"Impasse de la Liberté"
"Le Mainguy",201,3,"Rue de l’Egalité"
"Le Mainguy",201,4,"Rue de l’Egalité"
"Le Mainguy",201,5,"Rue de l’Egalité"
"Le Mainguy",201,6,"Rue de l’Egalité"
"Le Mainguy",201,7,"Rue de l’Egalité"
"Le Mainguy",201,8,"Rue de l’Egalité"
"Le Mainguy",201,9,"Rue de l’Egalité"
"Le Mainguy",201,10,"Rue de l’Egalité"
"Le Mainguy",201,11,"Rue de l’Egalité"
"Le Mainguy",201,12,"Rue de l’Egalité"
"Le Mainguy",201,13,"Rue de l’Egalité"
"Le Mainguy",201,14,"Rue de l’Egalité"
"Le Mainguy",201,15,"Rue de l’Egalité"
"Le Mainguy",201,16,"Rue de l’Egalité"
"Le Mainguy",201,17,"Rue de l’Egalité"
"Le Mainguy",201,18,"Rue de l’Egalité"
"Le Mainguy",201,19,"Rue de l’Egalité"
"Le Mainguy",201,20,"Rue de l’Egalité"
"Le Mainguy",201,21,"Rue de l’Egalité"
"Le Mainguy",201,22,"Rue de l’Egalité"
"Le Mainguy",201,23,"Rue de l’Egalité"
"Le Mainguy",201,24,"Rue de l’Egalité"
"Le Mainguy",201,17,"Rue de l’Egalité"
"Le Mainguy",201,15,"Rue de l’Egalité"
"Le Mainguy",201,19,"Rue de l’Egalité"
"Le Mainguy",201,14,"Rue de l’Egalité"
"Le Mainguy",201,17,"Rue de l’Egalité"
"Le Mainguy",201,4,"Rue de l’Egalité"
"La Remise à Jorelle",302,3,"Allee du Gros Buisson"
"La Remise à Jorelle",302,5,"Allee du Gros Buisson"
"La Remise à Jorelle",302,7,"Allee du Gros Buisson"
"La Remise à Jorelle",302,9,"Allee du Gros Buisson"
"La Remise à Jorelle",302,11,"Allee du Gros Buisson"
"La Remise à Jorelle",302,13,"Allee du Gros Buisson"
"La Remise à Jorelle",302,15,"Allee du Gros Buisson"
"La Remise à Jorelle",302,17,"Allee du Gros Buisson"
"La Remise à Jorelle",302,5,"Allee du Gros Buisson"
"La Remise à Jorelle",302,3,"Allee du Gros Buisson"
"La Remise à Jorelle",302,9,"Allee du Gros Buisson"
"La Remise à Jorelle",302,1,"Rue de la Philosophie"
"La Remise à Jorelle",302,2,"Rue de la Philosophie"
"La Remise à Jorelle",302,3,"Rue de la Philosophie"
"La Remise à Jorelle",302,4,"Rue de la Philosophie"
"La Remise à Jorelle",302,5,"Rue de la Philosophie"
"La Remise à Jorelle",302,6,"Rue de la Philosophie"
"La Remise à Jorelle",302,7,"Rue de la Philosophie"
"La Remise à Jorelle",302,8,"Rue de la Philosophie"
"La Remise à Jorelle",302,9,"Rue de la Philosophie"
"La Remise à Jorelle",302,11,"Rue de la Philosophie"
"La Remise à Jorelle",302,13,"Rue de la Philosophie"
"La Remise à Jorelle",302,15,"Rue de la Philosophie"
"La Remise à Jorelle",302,17,"Rue de la Philosophie"
"La Remise à Jorelle",302,22,"Rue de la Philosophie"
"La Remise à Jorelle",302,24,"Rue de la Philosophie"
"La Remise à Jorelle",302,26,"Rue de la Philosophie"
"La Remise à Jorelle",302,28,"Rue de la Philosophie"
"La Remise à Jorelle",302,30,"Rue de la Philosophie"
"La Remise à Jorelle",302,28,"Rue de la Philosophie"
"La Remise à Jorelle",302,3,"Rue de la Philosophie"
"La Remise à Jorelle",302,1,"Rue de la Philosophie"
"Le Vieux Chateau",303,1,"Allee Mignard"
"Le Vieux Chateau",303,2,"Allee Mignard"
"Le Vieux Chateau",303,3,"Allee Mignard"
"Le Vieux Chateau",303,4,"Allee Mignard"
"Le Vieux Chateau",303,6,"Allee Mignard"
"Les Courts Sillons",305,1,"Avenue Dumesnil"
"Les Courts Sillons",305,2,"Avenue Dumesnil"
"Les Courts Sillons",305,3,"Avenue Dumesnil"
"Les Courts Sillons",305,4,"Avenue Dumesnil"
"Les Courts Sillons",305,5,"Avenue Dumesnil"
"Les Courts Sillons",305,6,"Avenue Dumesnil"
"Les Courts Sillons",305,7,"Avenue Dumesnil"
"Les Courts Sillons",305,8,"Avenue Dumesnil"
"Les Courts Sillons",305,9,"Avenue Dumesnil"
"Les Courts Sillons",305,10,"Avenue Dumesnil"
"Les Courts Sillons",305,11,"Avenue Dumesnil"
"Les Courts Sillons",305,12,"Avenue Dumesnil"
"Les Courts Sillons",305,13,"Avenue Dumesnil"
"Les Courts Sillons",305,14,"Avenue Dumesnil"
"Les Courts Sillons",305,15,"Avenue Dumesnil"
"Les Courts Sillons",305,16,"Avenue Dumesnil"
"Les Courts Sillons",305,17,"Avenue Dumesnil"
"Les Courts Sillons",305,18,"Avenue Dumesnil"
"Les Courts Sillons",305,19,"Avenue Dumesnil"
"Les Courts Sillons",305,21,"Avenue Dumesnil"
"Les Courts Sillons",305,22,"Avenue Dumesnil"
"Les Courts Sillons",305,23,"Avenue Dumesnil"
"Les Courts Sillons",305,24,"Avenue Dumesnil"
"Les Courts Sillons",305,25,"Avenue Dumesnil"
"Les Courts Sillons",305,26,"Avenue Dumesnil"
"Les Courts Sillons",305,28,"Avenue Dumesnil"
"Les Courts Sillons",305,9,"Avenue Dumesnil"
"Les Courts Sillons",305,23,"Avenue Dumesnil"
"Les Courts Sillons",305,13,"Avenue Dumesnil"
"Les Courts Sillons",305,2,"Allee Poque"
"Les Courts Sillons",305,3,"Allee Poque"
"Les Courts Sillons",305,4,"Allee Poque"
"Les Courts Sillons",305,5,"Allee Poque"
"Les Courts Sillons",305,6,"Allee Poque"
"Les Courts Sillons",305,7,"Allee Poque"
"Les Courts Sillons",305,8,"Allee Poque"
"Les Courts Sillons",305,9,"Allee Poque"
"Les Courts Sillons",305,10,"Allee Poque"
"Les Courts Sillons",305,11,"Allee Poque"
"Les Courts Sillons",305,13,"Allee Poque"
"Les Courts Sillons",305,4,"Allee Poque"
"Les Courts Sillons",305,2,"Allee Poque"
"Le Vieux Chateau",303,2,"Villa Madeleine"
"Le Vieux Chateau",303,3,"Villa Madeleine"
"Le Vieux Chateau",303,4,"Villa Madeleine"
"Le Vieux Chateau",303,5,"Villa Madeleine"
"Le Vieux Chateau",303,6,"Villa Madeleine"
"Le Vieux Chateau",303,7,"Villa Madeleine"
"Le Vieux Chateau",303,8,"Villa Madeleine"
"Le Vieux Chateau",303,9,"Villa Madeleine"
"Le Vieux Chateau",303,10,"Villa Madeleine"
"Le Vieux Chateau",303,11,"Villa Madeleine"
"Le Vieux Chateau",303,12,"Villa Madeleine"
"Le Vieux Chateau",303,13,"Villa Madeleine"
"Le Vieux Chateau",303,14,"Villa Madeleine"
"Le Vieux Chateau",303,15,"Villa Madeleine"
"Le Vieux Chateau",303,16,"Villa Madeleine"
"Le Vieux Chateau",303,17,"Villa Madeleine"
"Le Vieux Chateau",303,18,"Villa Madeleine"
"Le Vieux Chateau",303,5,"Villa Madeleine"
"Le Vieux Chateau",303,2,"Villa Madeleine"
"La Remise à Jorelle",302,1,"Rue Theodore Monod"
"La Remise à Jorelle",302,2,"Rue Theodore Monod"
"La Remise à Jorelle",302,3,"Rue Theodore Monod"
"La Remise à Jorelle",302,4,"Rue Theodore Monod"
"La Remise à Jorelle",302,5,"Rue Theodore Monod"
"La Remise à Jorelle",302,7,"Rue Theodore Monod"
"La Remise à Jorelle",302,9,"Rue Theodore Monod"
"La Remise à Jorelle",302,11,"Rue Theodore Monod"
"La Remise à Jorelle",302,13,"Rue Theodore Monod"
"La Remise à Jorelle",302,15,"Rue Theodore Monod"
"La Remise à Jorelle",302,17,"Rue Theodore Monod"
"La Remise à Jorelle",302,19,"Rue Theodore Monod"
"Le Vieux Chateau",303,1,"Allee Eugene Delacroix"
"Le Vieux Chateau",303,2,"Allee Eugene Delacroix"
"Le Vieux Chateau",303,4,"Allee Eugene Delacroix"
"Le Vieux Chateau",303,6,"Allee Eugene Delacroix"
"Le Vieux Chateau",303,8,"Allee Eugene Delacroix"
"Le Vieux Chateau",303,13,"Allee Eugene Delacroix"
"Les Courts Sillons",305,1,"Allée des Arts"
"Les Courts Sillons",305,2,"Allée des Arts"
"Les Courts Sillons",305,3,"Allée des Arts"
"Les Courts Sillons",305,4,"Allée des Arts"
"Les Courts Sillons",305,5,"Allée des Arts"
"Les Courts Sillons",305,6,"Allée des Arts"
"Les Courts Sillons",305,7,"Allée des Arts"
"Les Courts Sillons",305,8,"Allée des Arts"
"Les Courts Sillons",305,9,"Allée des Arts"
"Les Courts Sillons",305,10,"Allée des Arts"
"Les Courts Sillons",305,11,"Allée des Arts"
