ID,degat,degatBT,etendueBT,symptomeBT,degatBD,etendueBD,symptomeBD,degatOH,etendueOH,symptomeOH,degatOPAut,etendueOPAut,symptomeOPAut,degatOP,etendueOP,symptomeOP,degatTriticale,etendueTriticale,symptomeTriticale,degatMais,etendueMais,symptomeMais,facteurs,cp
233,Oui,Je ne sais pas,,,Je ne sais pas,,,Je ne sais pas,,,Cette espèce n'est pas présente sur l'exploitation,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,La culture n'était pas semée lors du gel,,,Jeunes betteraves,28130
234,Oui,Non,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,Non,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,,28500
235,Oui,Oui,Généralisés (>30% de la surface touchée),Symptômes sur feuilles;,Non,,,Non,,,Oui,Généralisés (>30% de la surface touchée),Destruction de maitres-brins;Symptômes sur feuilles;,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Plus marqué en terre légère ,45410
236,Oui,Oui,Généralisés (>30% de la surface touchée),Symptômes sur feuilles;Destruction de maitres-brins;,Oui,Localisés (entre 5 et 30%),Symptômes sur feuilles;Destruction de maitres-brins;,Oui,Localisés (entre 5 et 30%),Destruction de maitres-brins;Symptômes sur feuilles;,Cette espèce n'est pas présente sur l'exploitation,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,"J'ai eu de touché surtout Rubisko, Métropolis, Providence, les escourgeons Joyau, sont à tous les stades! La seule variété qui aurait tenu le choc et CH NARA",45340
237,Oui,Non,,,Non,,,Non,,,Oui,Très ponctuels (<5%),Symptômes sur feuilles;,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,non,41240
238,Oui,Oui,Localisés (entre 5 et 30%),Destruction de maitres-brins;Symptômes sur feuilles;,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,,,,Non,,,Non,,,variete tres sensible: talendor .Phenomene agravé dans les ronds de pierre,45210
239,Oui,Oui,Généralisés (>30% de la surface touchée),Symptômes sur feuilles;,Cette espèce n'est pas présente sur l'exploitation,,,Oui,Généralisés (>30% de la surface touchée),Symptômes sur feuilles;,Cette espèce n'est pas présente sur l'exploitation,,,,,,Oui,Généralisés (>30% de la surface touchée),Symptômes sur feuilles;,La culture n'était pas semée lors du gel,,,variété       désherbage sortie hiver,36210
240,Oui,Je ne sais pas,,,Cette espèce n'est pas présente sur l'exploitation,,,Je ne sais pas,,,Oui,Généralisés (>30% de la surface touchée),Symptômes sur feuilles;,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,"parcelle exposée au nord, et ayant subi un ""courant d'air"", (une zone ""abritée"" par un bois ou plus au sommet de la côte n'a pas extériorisé de symptômes)","18130, mais le code postal de la parcelle est 18220"
241,Oui,Je ne sais pas,,,Cette espèce n'est pas présente sur l'exploitation,,,Je ne sais pas,,,Oui,Localisés (entre 5 et 30%),Destruction de maitres-brins;,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Je ne sais pas,,,,36150
242,Oui,Non,,,Non,,,Non,,,Non,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,zone de pierres plus impactées,28220
243,Oui,Non,,,Non,,,Oui,Très ponctuels (<5%),Symptômes sur feuilles;,Cette espèce n'est pas présente sur l'exploitation,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,dégâts partiels sur épis,36150
244,Oui,Oui,Localisés (entre 5 et 30%),Destruction totale (les tiges sont toutes gelées);,Non,,,Oui,Localisés (entre 5 et 30%),Destruction totale (les tiges sont toutes gelées);Symptômes sur feuilles;,Non,,,,,,Oui,Très ponctuels (<5%),Destruction de maitres-brins;,Non,,,"2 nœuds . versent nord , et font de vallée .",18200
245,Oui,Oui,Généralisés (>30% de la surface touchée),Symptômes sur feuilles;,Non,,,Non,,,Non,,,,,,Non,,,Non,,,,45330
246,Oui,Oui,Localisés (entre 5 et 30%),Destruction de maitres-brins;Symptômes sur feuilles;,Non,,,Oui,Localisés (entre 5 et 30%),Destruction de maitres-brins;,Non,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,,45170
247,Oui,Non,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,Non,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,La culture n'était pas semée lors du gel,,,,45220
248,Oui,Non,,,Non,,,Oui,Très ponctuels (<5%),Symptômes sur feuilles;Destruction de maitres-brins;,Non,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,pour betteraves le sens du semis avec la protection ou non du rayon(creux du sillon),28150
249,Non,,,,,,,,,,,,,,,,,,,,,,,77830
250,Non,,,,,,,,,,,,,,,,,,,,,,,77970
251,Oui,Non,,,Non,,,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,,28140
252,Oui,Oui,Localisés (entre 5 et 30%),Destruction de maitres-brins;,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,,28310
253,Oui,Non,,,Non,,,Cette espèce n'est pas présente sur l'exploitation,,,Oui,Généralisés (>30% de la surface touchée),Symptômes sur feuilles;,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,,41240
254,Oui,Je ne sais pas,,,Cette espèce n'est pas présente sur l'exploitation,,,Oui,Localisés (entre 5 et 30%),Symptômes sur feuilles;,Oui,Localisés (entre 5 et 30%),Symptômes sur feuilles;,Oui,Localisés (entre 5 et 30%),Symptômes sur feuilles;,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,,18500
255,Oui,Oui,Localisés (entre 5 et 30%),Destruction de maitres-brins;Symptômes sur feuilles;,Non,,,Oui,Localisés (entre 5 et 30%),Destruction de maitres-brins;Symptômes sur feuilles;,Oui,Localisés (entre 5 et 30%),Destruction de maitres-brins;Symptômes sur feuilles;,Oui,Généralisés (>30% de la surface touchée),Symptômes sur feuilles;,Non,,,Non,,,Dégâts observés majoritairement sur des couloirs de vents froid et dans les fonds de vallées sur des stades avoisinant 2 noeuds. Je signal également du gel sur pois d'hiver ou les méristèmes apicaux on gelé à 100% ,36150
256,Non,,,,,,,,,,,,,,,,,,,,,,,36400
257,Oui,Oui,Très ponctuels (<5%),Symptômes sur feuilles;,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,La culture n'était pas semée lors du gel,,,,18800
258,Oui,Oui,Localisés (entre 5 et 30%),Destruction de maitres-brins;,Non,,,Cette espèce n'est pas présente sur l'exploitation,,,Je ne sais pas,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,"variétés les plus précoces, entre 1 et 2noeuds au moment du gel",28150
259,Oui,Oui,Très ponctuels (<5%),Destruction de maitres-brins;,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Ces observations ont été faites dans le cadre d'une pépinière de sélection et il y a un effet variété très clair. La variété Orloge étant la plus touchée au sein du panel observé.,28150
260,Oui,Non,,,Non,,,Oui,Très ponctuels (<5%),Symptômes sur feuilles;,Non,,,,,,Non,,,Non,,,,77970
261,Oui,Oui,Très ponctuels (<5%),Destruction de maitres-brins;,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,Cette espèce n'est pas présente sur l'exploitation,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,Non ,77760
262,Oui,Oui,Localisés (entre 5 et 30%),Symptômes sur feuilles;,Je ne sais pas,,,Cette espèce n'est pas présente sur l'exploitation,,,Non,,,,,,Cette espèce n'est pas présente sur l'exploitation,,,Cette espèce n'est pas présente sur l'exploitation,,,variete,45300
