Activité;Enseigne;N°;rue;Téléphone;Canaux de distribution;Infos ;Mail;ville;cp;latitude;longitude;result_label;result_score;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;result_oldcitycode;result_oldcity;result_district
Boulangerie;Le Fournil;45;rue Louis-Auguste Blanqui;;Emporter;;;Bondy;93140;48.89971;2.482338;45 Rue Louis Auguste Blanqui 93140 Bondy;0.93;housenumber;93010_5170_00045;45;Rue Louis Auguste Blanqui;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Boulangerie;Le Fournil de Bondy;32;avenue Léon Blum;;Emporter;;;Bondy;93140;48.917544;2.479649;32 Avenue Léon Blum 93140 Bondy;0.91;housenumber;93010_5132_00032;32;Avenue Léon Blum;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Boulangerie;Les Délices du meunier;6;place de la République;;Emporter;;;Bondy;93140;48.89492;2.477716;6 Place de la République 93140 Bondy;0.92;housenumber;93010_8161_00006;6;Place de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Boulangerie;O Petit Pétrin;93;avenue de la République;;Emporter;;;Bondy;93140;48.898425;2.478787;93 Avenue de la République 93140 Bondy;0.93;housenumber;93010_8160_00093;93;Avenue de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Boulangerie;Pain doré;75;rue Edouard Vaillant;;Emporter;;;Bondy;93140;48.89575;2.483795;75 Rue Edouard Vaillant 93140 Bondy;0.93;housenumber;93010_3115_00075;75;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Boulangerie;Pains et Traditions de Bondy;29;avenue Jean Moulin;09 81 44 29 09;Emporter;;;Bondy;93140;48.91256;2.478848;29 Avenue Jean Moulin 93140 Bondy;0.91;housenumber;93010_4745_00029;29;Avenue Jean Moulin;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Bricolage;Bricorama;175;avenue Gallieni;01 48 48 88 03;;;;Bondy;93140;48.906726;2.485656;175 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00175;175;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Bricolage;Décoplus Parquet;186;avenue Gallieni;01 48 47 84 24;;;;Bondy;93140;48.906839;2.488129;186 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00186;186;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Buraliste;Relais H;1;place de la république;01 48 50 09 30;;;;Bondy;93140;48.895371;2.477575;1 Place de la République 93140 Bondy;0.92;housenumber;93010_8161_00001;1;Place de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Carte grise;ACS;14;rue Roger Salengro;01 48 49 59 54;;;;Bondy;93140;48.902715;2.479641;14 Rue Roger Salengro 93140 Bondy;0.92;housenumber;93010_8172_00014;14;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Alyka;93;avenue de la République;09 81 37 13 95;;;;Bondy;93140;48.898425;2.478787;93 Avenue de la République 93140 Bondy;0.93;housenumber;93010_8160_00093;93;Avenue de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Amar Coiffure;9;rue Edouard Vaillant;01 48 47 93 96;;;;Bondy;93140;48.896477;2.478423;9 Rue Edouard Vaillant 93140 Bondy;0.92;housenumber;93010_3115_00009;9;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Aurore Créations;221;rue Edouard Vaillant;;;;;Bondy;93140;48.894271;2.494497;221 Rue Edouard Vaillant 93140 Bondy;0.93;housenumber;93010_3115_00221;221;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Barber;14;rue Roger Salengro;07 66 74 55 27;;;;Bondy;93140;48.902715;2.479641;14 Rue Roger Salengro 93140 Bondy;0.92;housenumber;93010_8172_00014;14;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Beauty's coiffure;45 Bis;rue Louis-Auguste Blanqui;;;;;Bondy;93140;48.899614;2.482632;45bis Rue Louis Auguste Blanqui 93140 Bondy;0.88;housenumber;93010_5170_00045_bis;45bis;Rue Louis Auguste Blanqui;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Coiffure midi;89;rue Edouard Vaillant;01 83 72 00 07;;;;Bondy;93140;48.895648;2.485389;89 Rue Edouard Vaillant 93140 Bondy;0.93;housenumber;93010_3115_00089;89;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Coiffurehome93;33;avenue Marguerite Duras;07 68 93 78 59;;;;Bondy;93140;48.894675;2.489606;33 Rue Marguerite Duras 93140 Bondy;0.76;housenumber;93010_6161_00033;33;Rue Marguerite Duras;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Espace Coiffure Onglerie;41;rue Jules Guesde;01 48 48 56 33;;;;Bondy;93140;48.903616;2.477594;41 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00041;41;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Essentiel Coiffure;128;avenue Henri Barbusse;01 48 02 44 18;;;;Bondy;93140;48.900168;2.492134;128 Avenue Henri Barbusse 93140 Bondy;0.93;housenumber;93010_4436_00128;128;Avenue Henri Barbusse;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Fashion Institut;;avenue Suzanne Buisson;01 41 64 03 06;;;;Bondy;93140;48.914081;2.481139;Avenue Suzanne Buisson 93140 Bondy;0.92;street;93010_8880;;Avenue Suzanne Buisson;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Flash Coiffure;175;avenue Henri Barbusse;07 58 49 44 91;;;;Bondy;93140;48.899698;2.497783;175 Avenue Henri Barbusse 93140 Bondy;0.93;housenumber;93010_4436_00175;175;Avenue Henri Barbusse;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;For Lady's;7;rue Auguste Pollissard;01 48 02 99 13;;;;Bondy;93140;48.905234;2.480417;7 Rue Auguste Polissard 93140 Bondy;0.89;housenumber;93010_0075_00007;7;Rue Auguste Polissard;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Fun Coupe;54;route d'Aulnay;01 48 47 81 95;;;;Bondy;93140;48.909714;2.480204;54 Route d?Aulnay 93140 Bondy;0.91;housenumber;93010_0082_00054;54;Route d?Aulnay;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Harmony Coiffure;49;place Nicole Neuburger;01 48 47 25 16;;;;Bondy;93140;48.901389;2.490628;49 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00049;49;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Kaldrmdzic Dragana;28;rue Etienne Dolet;;;;;Bondy;93140;48.891637;2.477585;28 Rue Etienne Dolet 93140 Bondy;0.92;housenumber;93010_3160_00028;28;Rue Etienne Dolet;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;La Joie Coiffure;18;avenue Suzanne Buisson;06 09 33 01 89;;;lajoiedesjoie@yahoo.fr;Bondy;93140;48.913829;2.480147;18 Avenue Suzanne Buisson 93140 Bondy;0.92;housenumber;93010_8880_00018;18;Avenue Suzanne Buisson;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;LG1;3;place Nicole Neuburger;01 48 49 14 06;;;;Bondy;93140;48.901449;2.490519;3 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00003;3;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;MC Coiffure;60;rue Roger Salengro;01 48 48 16 43;;;;Bondy;93140;48.900194;2.478534;60 Rue Roger Salengro 93140 Bondy;0.92;housenumber;93010_8172_00060;60;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Midi Coiffure;59;rue de Versailles;;;;;Bondy;93140;48.915288;2.479742;59 Rue de Versailles 93140 Bondy;0.92;housenumber;93010_9625_00059;59;Rue de Versailles;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Mod'Coiffure;28;cours de la République;;;;;Bondy;93140;48.900607;2.47953;28 Cours de la République 93140 Bondy;0.92;housenumber;93010_8159_00028;28;Cours de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Parabellum club;132;avenue Gallieni;;;;;Bondy;93140;48.906147;2.483308;132 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00132;132;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Place de relooking;12;rue Roger Salengro;01 70 24 53 69;;;;Bondy;93140;48.902766;2.479668;12 Rue Roger Salengro 93140 Bondy;0.92;housenumber;93010_8172_00012;12;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Sama Coiffure;52;avenue Carnot;01 48 48 84 98;;;;Bondy;93140;48.900023;2.481422;52 Avenue Carnot 93140 Bondy;0.91;housenumber;93010_1430_00052;52;Avenue Carnot;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Sarah coiffure et Beauté;65 Bis;rue Jules Guesde;01 48 49 31 95;;;;Bondy;93140;48.903553;2.478041;Rue Jules Guesde 93140 Bondy;0.74;street;93010_4775;;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Sensation glam;23;place Nicole Neuburger;;;;;Bondy;93140;48.903411;2.491569;23 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00023;23;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Solene Coiffure;93;avenue de la République;01 48 49 01 65;;;;Bondy;93140;48.898425;2.478787;93 Avenue de la République 93140 Bondy;0.93;housenumber;93010_8160_00093;93;Avenue de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Sylvie Coiffure;98;avenue Anatole France;06 17 82 79 17;;;;Bondy;93140;48.88993;2.495975;98 Avenue Anatole France 93140 Bondy;0.92;housenumber;93010_0050_00098;98;Avenue Anatole France;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Coiffure;Vhairone;2;place de la République;01 48 48 54 67;;;;Bondy;93140;48.895029;2.477459;2 Place de la République 93140 Bondy;0.92;housenumber;93010_8161_00002;2;Place de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Commerces ambulants à vélo;Naturemiellement - Vente de miel;;;06 18 42 57 03;;;;Bondy;93140;48.903726;2.48526;Bondy;0.95;municipality;93010;;Bondy;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Commerces ambulants à vélo;L'Epidebri - Epicerie fine et vente fruits et légumes;;;06 63 34 91 37;;;;Bondy;93140;48.903726;2.48526;Bondy;0.95;municipality;93010;;Bondy;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Cordonnerie;Cordonnerie MAHI;6;place de la République;01 48 50 76 64;;;;Bondy;93140;48.89492;2.477716;6 Place de la République 93140 Bondy;0.92;housenumber;93010_8161_00006;6;Place de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Cordonnerie;SN Multiservices;114;avenue de la République;01 41 55 50 23;;;;Bondy;93140;48.895911;2.477865;114 Avenue de la République 93140 Bondy;0.93;housenumber;93010_8160_00114;114;Avenue de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Cordonnerie;Cordonnerie - Clés;83;rue Jules Guesde;01 48 47 65 09;;;;Bondy;93140;48.903101;2.481012;83 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00083;83;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Electroménager;Darty;143/155;avenue Gallieni;08 92 01 10 10;;https://fleuristes-et-fleurs.com/fleuriste/l-impatience-bondy-93140;elsa93140@hotmail.fr;Bondy;93140;48.906472;2.483683;155 Avenue Galliéni 93140 Bondy;0.82;housenumber;93010_4120_00155;155;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Fleuriste;L'impatience;9;place Nicole Neuburger;01 48 47 13 75;Livraison, Click&Collect;;;Bondy;93140;48.901835;2.490751;9 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00009;9;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Fleuriste;Orchidée Jaune;20;rue Auguste Pollissard;01 48 48 10 10;;;;Bondy;93140;48.904141;2.480012;20 Rue Auguste Polissard 93140 Bondy;0.9;housenumber;93010_0075_00020;20;Rue Auguste Polissard;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Imprimerie;Urban graphik;11;rue Neuve;01 48 49 36 18;Livraison, Click&Collect;http://urbangraphic.fr/;;Bondy;93140;48.902373;2.483403;11 Rue Neuve 93140 Bondy;0.89;housenumber;93010_6640_00011;11;Rue Neuve;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Institut de beauté;Hammam de Bondy;79;route d'Aulnay;06 43 70 18 10;;;;Bondy;93140;48.910039;2.479865;79 Route d?Aulnay 93140 Bondy;0.91;housenumber;93010_0082_00079;79;Route d?Aulnay;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Institut de beauté;Body'Minute;91;rue Jules Guesde;01 48 49 99 41;;;;Bondy;93140;48.902877;2.481559;91 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00091;91;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Institut de beauté;Brasil Lisse;88;rue Roger Salengro;06 29 28 06 90;;;;Bondy;93140;48.899212;2.47831;Rue Roger Salengro 93140 Bondy;0.84;street;93010_8172;;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Institut de beauté;D.S Beauté;1;cours de la République;01 48 48 03 34;;;;Bondy;93140;48.902679;2.480535;1 Cours de la République 93140 Bondy;0.92;housenumber;93010_8159_00001;1;Cours de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Institut de beauté;Evanails;124;rue Roger Salengro;01 41 64 19 72;;;;Bondy;93140;48.896075;2.477096;124 Rue Roger Salengro 93140 Bondy;0.92;housenumber;93010_8172_00124;124;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Laverie automatique;Axydia;51;place Nicole Neuburger;;;;;Bondy;93140;48.901741;2.490827;51 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00051;51;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Laverie automatique;Cyber Laverie;22;rue Edouard Vaillant;01 48 49 96 19;;;;Bondy;93140;48.896243;2.479507;22 Rue Edouard Vaillant 93140 Bondy;0.93;housenumber;93010_3115_00022;22;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Laverie automatique;Chez nana;26;avenue Suzanne Buisson;06 95 17 08 44;;;;Bondy;93140;48.913768;2.480927;26 Avenue Suzanne Buisson 93140 Bondy;0.92;housenumber;93010_8880_00026;26;Avenue Suzanne Buisson;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Laverie automatique;Axydia;27B;rue Auguste Pollissard;06 61 59 03 85;;;;Bondy;93140;48.903838;2.480508;27bis Rue Auguste Polissard 93140 Bondy;0.81;housenumber;93010_0075_00027_bis;27bis;Rue Auguste Polissard;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Librairie;Les 2 GeorgeS;5;rue des Frères Darty;01 41 55 89 13;;https://www.facebook.com/2georges/;;Bondy;93140;48.903445;2.482276;5 Rue des Frères Darty 93140 Bondy;0.91;housenumber;93010_3650_00005;5;Rue des Frères Darty;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Mobilier Déco;Ambiance et décor;193;avenue Gallieni;;;;;Bondy;93140;48.907144;2.487407;193 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00193;193;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Mobilier Déco;DJ Meuble;134;avenue Gallieni;01 48 47 09 33;;;;Bondy;93140;48.906188;2.483765;134 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00134;134;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Mobilier Déco;Conforama;53;avenue Gallieni;08 26 08 10 12;Click&Collect;;;Bondy;93140;48.905706;2.477485;53 Avenue Galliéni 93140 Bondy;0.91;housenumber;93010_4120_00053;53;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Mobilier Déco;Cuisine Schmidt;114;avenue Gallieni;01 41 55 22 70;;;;Bondy;93140;48.905906;2.481796;114 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00114;114;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Mobilier Déco;Elmo Meubles;164;avenue Gallieni;01 46 07 30 03;;;;Bondy;93140;48.906531;2.486068;164 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00164;164;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Mobilier Déco;Gifi;84/86;avenue Gallieni;01 48 50 76 47;;;;Bondy;93140;48.905698;2.480254;86 Avenue Galliéni 93140 Bondy;0.84;housenumber;93010_4120_00086;86;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Mobilier Déco;Maison de la literie;173;avenue Gallieni;01 48 47 36 94;;;;Bondy;93140;48.906254;2.483481;Avenue Galliéni 93140 Bondy;0.8;street;93010_4120;;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Mobilier Déco;Meubles Design;138;avenue Gallieni;01 48 48 34 98;;;;Bondy;93140;48.906225;2.484023;138 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00138;138;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Mobilier Déco;Meubles et salons;148;avenue Gallieni;01 48 02 97 25;;;;Bondy;93140;48.906326;2.484692;148 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00148;148;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Mobilier Déco;S Bazar;130;avenue Henri Barbusse;01 48 49 56 64;;;;Bondy;93140;48.900117;2.492222;130 Avenue Henri Barbusse 93140 Bondy;0.93;housenumber;93010_4436_00130;130;Avenue Henri Barbusse;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Mobilier Déco;Saint Maclou;190;avenue Gallieni;01 48 02 80 08;;;;Bondy;93140;48.906989;2.489109;190 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00190;190;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Opticien;Air Optical;62;rue Jules Guesde;01 48 49 0136;;;;Bondy;93140;48.903001;2.479231;62 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00062;62;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Opticien;Centre Optic;161;avenue Gallieni;01 48 47 43 31;;;;Bondy;93140;48.906615;2.484771;161 Avenue Galliéni 93140 Bondy;0.92;housenumber;93010_4120_00161;161;Avenue Galliéni;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Opticien;Optique de la Gare;95;rue Roger Salengro;01 48 47 07 54;;;;Bondy;93140;48.895504;2.477428;95 Rue Roger Salengro 93140 Bondy;0.92;housenumber;93010_8172_00095;95;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Opticien;Krys;49;place Nicole Neuburger;01 48 47 03 93;;;;Bondy;93140;48.901389;2.490628;49 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00049;49;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Opticien;La Vue;4;avenue Henri Varagnat;01 88 60 70 80;;;;Bondy;93140;48.912571;2.48194;4 Avenue Henri Varagnat 93140 Bondy;0.92;housenumber;93010_4449_00004;4;Avenue Henri Varagnat;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Opticien;Master Optic;24;rue Roger Salengro;01 48 02 82 48;;;;Bondy;93140;48.902474;2.479515;24 Rue Roger Salengro 93140 Bondy;0.92;housenumber;93010_8172_00024;24;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Opticien;Alain Afflelou;17;avenue Henri Barbusse;01 48 48 38 51;;;;Bondy;93140;48.902149;2.483097;17 Avenue Henri Barbusse 93140 Bondy;0.92;housenumber;93010_4436_00017;17;Avenue Henri Barbusse;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Midekin;3;rue Roger Salengro;01 48 02 20 02;;;;Bondy;93140;48.90267;2.480249;3 Rue Roger Salengro 93140 Bondy;0.92;housenumber;93010_8172_00003;3;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie centrale de Bondy;26;avenue Suzanne Buisson;01 48 47 51 88;;;;Bondy;93140;48.913768;2.480927;26 Avenue Suzanne Buisson 93140 Bondy;0.92;housenumber;93010_8880_00026;26;Avenue Suzanne Buisson;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie de Bondy Centre   ;26;rue Roger Salengro;"01 48 02 20 02
01 48 50 90 16 ";;;;Bondy;93140;48.902267;2.479393;26 Rue Roger Salengro 93140 Bondy;0.92;housenumber;93010_8172_00026;26;Rue Roger Salengro;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie de la Gare   ;20;route de Villemomble;01 48 48 71 74;;;;Bondy;93140;48.893662;2.479323;20 Route de Villemomble 93140 Bondy;0.92;housenumber;93010_9670_00020;20;Route de Villemomble;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie de la Place;1;place Nicole Neuburger;01 48 47 00 41;;;;Bondy;93140;48.901297;2.49043;1 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00001;1;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie de la République;18;place de la République;0 48 48 01 28;;;;Bondy;93140;48.894796;2.477094;18 Place de la République 93140 Bondy;0.92;housenumber;93010_8161_00018;18;Place de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie de l'Hôtel de Ville;93 bis;rue Jules Guesde;01 48 48 09 73;;;;Bondy;93140;48.902814;2.481585;93bis Rue Jules Guesde 93140 Bondy;0.85;housenumber;93010_4775_00093_bis;93bis;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie des 3 Villes;171;avenue Henri Barbusse;"01 48 48 00 69
01 48 49 23 51 ";;;pharma3villes@orange.fr;Bondy;93140;48.899727;2.497428;171 Avenue Henri Barbusse 93140 Bondy;0.93;housenumber;93010_4436_00171;171;Avenue Henri Barbusse;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie des Saules;106;rue Louis-Auguste Blanqui;01 48 47 22 51;;;;Bondy;93140;48.898492;2.487203;106 Rue Louis Auguste Blanqui 93140 Bondy;0.93;housenumber;93010_5170_00106;106;Rue Louis Auguste Blanqui;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie Drahy;37;rue Jules Guesde;"01 48 02 11 65
01 48 47 18 46 ";;;;Bondy;93140;48.90381;2.477624;37 Rue Jules Guesde 93140 Bondy;0.91;housenumber;93010_4775_00037;37;Rue Jules Guesde;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie Guittard   ;26;avenue Suzanne Buisson;;;;pharmaciecentraledebondy@gmail.com;Bondy;93140;48.913768;2.480927;26 Avenue Suzanne Buisson 93140 Bondy;0.92;housenumber;93010_8880_00026;26;Avenue Suzanne Buisson;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie Jean Moulin;29;avenue Jean Moulin;"01 48 47 67 84
01 48 47 52 59 ";;;phiehdv@orange.fr;Bondy;93140;48.91256;2.478848;29 Avenue Jean Moulin 93140 Bondy;0.91;housenumber;93010_4745_00029;29;Avenue Jean Moulin;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pharmacie;Pharmacie Taboma;93;avenue de la République;01 48 47 01 88 ;Livraison;;;Bondy;93140;48.898425;2.478787;93 Avenue de la République 93140 Bondy;0.93;housenumber;93010_8160_00093;93;Avenue de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Photographie;Fugifilm;22;rue Auguste Pollissard;01 48 02 10 48;;;;Bondy;93140;48.90396;2.480301;22 Rue Auguste Polissard 93140 Bondy;0.9;housenumber;93010_0075_00022;22;Rue Auguste Polissard;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Photographie;Wonder Photo Shop;1;rue des Frères Darty;01 48 02 10 48;;;;Bondy;93140;48.903774;2.480883;1 Rue des Frères Darty 93140 Bondy;0.91;housenumber;93010_3650_00001;1;Rue des Frères Darty;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Point information et orientation;Dom conseils et services;45;place Nicole Neuburger;01 70 07 94 21;;;;Bondy;93140;48.901388;2.491983;45 Place Nicole Neuburger 93140 Bondy;0.92;housenumber;93010_6651_00045;45;Place Nicole Neuburger;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pressing;Pressing de la gare;114;avenue de la République;01 48 02 62 70;;;;Bondy;93140;48.895911;2.477865;114 Avenue de la République 93140 Bondy;0.93;housenumber;93010_8160_00114;114;Avenue de la République;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pressing;;64;avenue Maréchal de Lattre de Tassigny;;;;;Bondy;93140;48.905721;2.483318;Avenue du Mal de Lattre de Tassigny 93140 Bondy;0.75;street;93010_z4f9f0;;Avenue du Mal de Lattre de Tassigny;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
Pressing;El Andalous;22;rue Edouard Vaillant;;;;;Bondy;93140;48.896243;2.479507;22 Rue Edouard Vaillant 93140 Bondy;0.93;housenumber;93010_3115_00022;22;Rue Edouard Vaillant;;93140;Bondy;93, Seine-Saint-Denis, Île-de-France;93010;;;
